address|latitude|longtitude|name|country|phone|region
Брестская обл., г. Брест, ул. л-та Рябцева, 110|52.138581|23.674708|14|BY|-|Брестская область
г. Иваново, ул. Тимирязева, д 1/3|57.01463|40.95605|14 НП|RU|89303615437|Ивановская область
Брестская обл., г. Брест, ул. Суворова, 105/2|52.070928|23.763351|15|BY|-|Брестская область
г. Моздок, ул. Транспортная, д. 9 |43.74825|44.65015|15279|RU|+7 (928) 493-83-82|Республика Северная Осетия-Алания
г. Владикавказ, ул. Московская, д. 16 «б»|43.05426|44.6398|15280|RU|79888691455|Республика Северная Осетия-Алания
г. Владикавказ, ул. Ватутина, д.101|43.0435|44.69287|15281|RU|79888691455|Республика Северная Осетия-Алания
с. Майское,  трасса Беслан-Грзный участок дороги № 4|43.186543|44.723731|15367|RU|8(928) 7935336|Республика Северная Осетия-Алания
Алагирский р-н, с. Нижний Бирагзанг, а/д Алагир-Владикавказ|43.026824|44.238213|15372|RU|8(928)-066-37-31|Республика Северная Осетия-Алания
г. Иваново, ул. Кузнецова, кольцо маршрута 5-го троллейбуса.|57.015729|40.929178|15 НП|RU|8-930-361-54-31|Ивановская область
Республика Беларусь, Брестская обл., Барановичский р-н, Р-4, 6-й км, 2|53.124696|26.089067|16|BY|-|Брестская область
г. Казань, ул. Космонавтов, 46а|55.79426711|49.19954539|16001 АЗС 1|RU|(843) 272-52-33|Республика Татарстан
с. Поспелово, трасса М7, 1032 км|55.78057947|52.19025136|16009 АЗС 9-У|RU|(85557) 2-35-69|Республика Татарстан
г. Бавлы, М5, 1280 км|54.476316|53.403832|16012 АЗС 12-У|RU|(85519) 3-31-28|Республика Татарстан
г. Казань, пересечение ул. Модельная и ул. Техническая|55.748117|49.132661|16020 АЗС 20|RU|-|Республика Татарстан
г. Бугульма, Бавлинский выезд|54.494326|52.897355|16036 АЗС 36|RU|(85514) 7-12-52|Республика Татарстан
г. Азнакаево, микрорайон Тукая|54.85401|53.062633|16039 АЗС 39|RU|(85592) 2-02-28|Республика Татарстан
г. Бугульма, ул. Ленина, 127а|54.52867156|52.82866806|16040 АЗС 40|RU|(85514) 3-92-42|Республика Татарстан
г. Нижнекамск, ул. Ахтубинская, 3д|55.622328|51.824765|16049 АЗС 49|RU|(8555) 41-53-52|Республика Татарстан
г. Казань, М7, 770 км|55.732686|48.773643|16056 АЗС 56|RU|8-917-296-65-34|Республика Татарстан
г. Набережные Челны, ул. Металлургическая (Промкомзона)|55.67420292|52.46199973|16059 АЗС 59|RU|""|Республика Татарстан
п. Шапши, а/д Казань-Пермь, 34 км|55.982212|49.479522|16066 АЗС 66-У|RU|8-919-620-64-66|Республика Татарстан
г. Бугульма, 138 км а/д Р239 Казань — Оренбург|55.278602|50.76575|16078 АЗС 78-У|RU|8-987-285-23-78|Республика Татарстан
с.п. Старое Шигалеево, на въезде|55.82198863|49.49680925|16085 АЗС а1685-У|RU|89872147325|Республика Татарстан
г. Казань, ул. Родины, 7а|55.773124|49.197282|16088 АЗС 88-У|RU|(843) 255-31-64|Республика Татарстан
г. Набережные Челны, РТ, М7, 1058 км|55.677431|52.443601|16090 АЗС 90-У|RU|(8552) 44-33-80|Республика Татарстан
г. Казань, ул. Тэцевская, 11а|55.84925|49.062707|16093 АЗС 93|RU|(843) 570-79-61|Республика Татарстан
г. Альметьевск, ул. Базовая, 48|54.877576433|52.285076184|16094 АЗС 94|RU|8-937-592-13-94|Республика Татарстан
Зеленодольский район, с.Айша, ул.Кооперативная,25а|55.87200636|48.6294955|16096 АЗС 96|RU|8-927-411-22-89|Республика Татарстан
с. Алан-Полян, 914 км трассы М-7|55.68608|50.52721|16097 АЗС 97|RU|(843) 296-66-33|Республика Татарстан
с. Шадкинское, 897 км М7 Волга|55.693955|50.292264|16098 АЗС 98|RU|(843) 296-66-33|Республика Татарстан
п. Бавлы, ул. Сайдашева|54.395073|53.245816|16101 АЗС 101|RU|(85569) 5-28-85|Республика Татарстан
г. Лениногорск, ул. Чайковского,17а|54.59461254|52.45572551|16102 АЗС 102|RU|(85595) 5-46-67|Республика Татарстан
с. Поспелово, М7, 1032 км|55.77927622|52.19973564|16104 АЗС 104|RU|(85557) 4-91-22|Республика Татарстан
д. Десятидворики, М7, 772 км|55.75165652|48.80370496|16105 АЗС 105|RU|8-987-214-70-91|Республика Татарстан
г. Казань, пр. Победы|55.80194|49.21112|16109 АЗС 109|RU|89872954819|Республика Татарстан
г. Казань, ул. Мавлютова, 50а|55.744477881|49.190317085|16110 АЗС 110|RU|8-987-293-24-62|Республика Татарстан
г. Набережные Челны, Альметьевский тракт (а/д Набережные Челны-Альметьевск)|55.661500399|52.261349187|16111 АЗС 111|RU|""|Республика Татарстан
г. Казань, ул. Аделя Кутуя, 98|55.782564972|49.1883421416|16112 АЗС 112|RU|89172254164|Республика Татарстан
г. Казань, ул. Тульская, 56/3|55.733466358|49.143132792|16113 АЗС 113|RU|08(843)5-113|Республика Татарстан
г. Нижнекамск, ул. 2 Промышленная, 46|55.614992855|51.979412482|16114 АЗС 114|RU|-|Республика Татарстан
г. Казань, ул. Амирхана, 1д|55.815599|49.134689|16115 АЗС 115|RU|89196800861|Республика Татарстан
г. Казань, ул. Гаврилова|55.834669|49.160311|16116 АЗС 116|RU|89872161524|Республика Татарстан
г. Казань, 818 км трассы M7 (на въезде в Казань)|55.86856411|49.300180586|16118 АЗС 118|RU|-|Республика Татарстан
п. Октябрьский, 72км автодороги Казань-Ульяновск, придорожная полоса автодороги Р-241 Казань-Ульяновск, 13км+600м (справа)|55.660899055|48.857178787|16119 АЗС 119|RU|89172256642|Республика Татарстан
г. Казань, 829-й км, трассы М7|55.806603322|49.344502444|16120 АЗС 120|RU|89172254663|Республика Татарстан
г. Альметьевск, ул. Индустриальная, 37|54.888966|52.31163|16122 АЗС 122|RU|-|Республика Татарстан
в районе с. Ново-Талицы, д. Песочнево, 1|57.01011|40.838266|16 НП|RU|8-920-363-75-04|Ивановская область
Брестская обл., г. Барановичи, ул. Слонимское шоссе, 27А|53.107246|25.950867|17|BY|-|Брестская область
г. Иваново, ул. Жиделева, 2|57.007411|40.970525|17 НП|RU|8-920-674-00-51|Ивановская область
п. Сазоново.|59.110101|35.228112|17 Э|RU|(81741) 3-13-19|Вологодская область
г.Барановичи, ул. Ленина (у путепровода)|53.13221|26.037932|18|BY|-|Брестская область
Ижевск, ул. Маяковского, (рядом с Ижевской нефтебазой)   |56.816933|53.2006|18001|RU|(3412) 78-28-04|Удмуртская Республика
г. Ижевск, ул. Камбарская, 51|56.839817|53.301267|18002|RU|(3412) 75-1045|Удмуртская Республика
г. Ижевск, Воткинское Шоссе,296 (у ТЭЦ 2)|56.903417|53.335774|18003|RU|(3412) 21-19-33|Удмуртская Республика
г. Ижевск, ул. Буммашевская 1(напротив центрального ГИБДД).|56.883|53.2269|18004|RU|(3412) 45-21-34|Удмуртская Республика
г. Ижевск, 7 км Якшур – Боденского тракта|56.893117|53.154667|18005|RU|(3412) 59-17-75|Удмуртская Республика
г. Ижевск, ул. Азина 342 (можгинская трасса)|56.792317|53.1578|18006|RU|(3412) 71-34-24|Удмуртская Республика
с. Якшур-Бодья, по трассе Ижевск-Югра|57.19985|53.156683|18007|RU|(34162) 2-15-26|Удмуртская Республика
г. Сарапул, ул.М.Горького, 83|56.47623|53.779996|18008|RU|(34147) 3-39-95|Удмуртская Республика
г. Сарапул, ул.Азина, 166 |56.443472|53.798069|18009|RU|(34147) 2-48-23|Удмуртская Республика
